,Rank,Artist,Song,Year,Artist_ID
2154,72,Elvis Presley,The Wonder Of You / Mama Liked The Roses,1970,43ZHCT0cAZBISjO8DG9PnE
2155,73,Creedence Clearwater Revival,Up Around The Bend / Run Through The Jungle,1970,3IYUhFvPQItj6xySrBmZkd
2156,74,Ronnie Dyson,(If You Let Me Make Love To You Then) Why Can't I Touch You,1970,3UxJwjLkGvAlRi7NbYekGI
2157,75,B.J. Thomas,I Just Can't Help Believing,1970,0uUNzXylqsZdmFDwdxaP1V
2158,76,Spinners,It's A Shame,1970,5fbhwqYYh4YwUoEs582mq5
2159,77,Bobbi Martin,For The Love Of Him,1970,3JVqOROaMTUZ2wUFwkfr1A
2160,78,Mountain,Mississippi Queen,1970,3hyGGjxu73JuzBa757H6R5
2161,79,Ike and Tina Turner,I Want To Take You Higher,1970,1ZikppG9dPedbIgMfnfx8k
2162,80,Joe Cocker,The Letter,1970,3pFCERyEiP5xeN2EsPXhjI
2163,81,Tee Set,Ma Belle Amie,1970,0uBrmlGaTI6nSg4JpVC1VR
2164,82,Originals,The Bells,1970,422gtj7D6L6pvr0GE08lwf
2165,83,Christie,Yellow River,1970,7mkcqdifmNkhfJ7XZ7WFFS
2167,85,Ides Of March,Vehicle,1970,1Csjn2SQV7R9szDhhR7Aji
2168,86,Pipkins,Gimme Dat Ding,1970,7b8blpDsdFfs5DMMMLBuX0
2169,87,Robin Mcnamara,Lay A Little Lovin' On Me,1970,4O3gjXbRjxfXWvMLgTNPH3
2170,88,Supremes,Up The Ladder To The Roof,1970,57bUPid8xztkieZfS7OlEV
2171,89,Creedence Clearwater Revival,Travelin' Band / Who'll Stop The Rain,1970,3IYUhFvPQItj6xySrBmZkd
2172,90,Sandpipers,Come Saturday Morning,1970,3iBuBivHItWMpdiVmLT0uB
2173,91,Temptations,Psychedelic Shack,1970,3RwQ26hR2tJtA8F9p2n7jG
2174,92,Tom Jones,Without Love (There Is Nothing),1970,1T0wRBO0CK0vK8ouUMqEl5
2175,93,Pacific Gas and Electric,Are You Ready?,1970,0WNQHJ6HeMlIxyjPQ2PrF5
2176,94,"Crosby, Stills, Nash and Young",Woodstock,1970,1CYsQCypByMVgnv17qsSbQ
2177,95,Dionne Warwick,I'll Never Fall In Love Again,1970,2JSjCHK79gdaiPWdKiNUNp
2178,96,New Seekers,Look What They've Done To My Song Ma,1970,4jrTNltJtTMUfXybDdsHDn
2179,97,Joe South,Walk A Mile In My Shoes,1970,7s2L0cftC6UBVVxADuyfwS
2180,98,B.B. King,The Thrill Is Gone,1970,5xLSa7l4IV1gsQfhAMvl0U
2181,99,Glen Campbell,It's Only Make Believe,1970,59hLmB5DrdihCYtNeFeW1U
2182,100,Aretha Franklin,Call Me,1970,7nwUJBm0HE4ZxD3f5cy5ok
2183,1,Three Dog Night,Joy To The World,1971,4FAEZeJcsYYBkNq2D3KGTV
2184,2,Rod Stewart,Maggie May / (Find A) Reason To Believe,1971,2y8Jo9CKhJvtfeKOsYzRdT
2185,3,Carole King,It's Too Late / I Feel The Earth Move,1971,319yZVtYM9MBGqmSQnMyY6
2186,4,Osmonds,One Bad Apple,1971,5fU6lODhpw3GEGGJuaDprR
2187,5,Bee Gees,How Can You Mend A Broken Heart,1971,1LZEQNv7sE11VDY3SdxQeN
2188,6,Raiders,Indian Reservation,1971,6fXEqmGQEt6ONuqVmwrN46
2189,7,Donny Osmond,Go Away Little Girl,1971,5ZEAzHE2TzAwUcOj6jMIgf
2190,8,John Denver,"Take Me Home, Country Roads",1971,7EK1bQADBoqbYXnT4Cqv9w
2191,9,Temptations,Just My Imagination (Running Away With Me),1971,3RwQ26hR2tJtA8F9p2n7jG
2192,10,Dawn,Knock Three Times,1971,6MzxeKydmXufvX7HYPknFW
2193,11,Janis Joplin,Me And Bobby McGee,1971,4NgfOZCL9Ml67xzM0xzIvC
2194,12,Al Green,Tired Of Being Alone,1971,3dkbV4qihUeMsqN4vBGg93
2195,13,Honey Cone,Want Ads,1971,0CXNdUUhv5Cw42dr0wWrjd
2196,14,Undisputed Truth,Smiling Faces Sometimes,1971,2tkwWmcZOQPNbbIdknfBsw
2197,15,Cornelius Brothers and Sister Rose,Treat Her Like A Lady,1971,2GFB1Lc67mbqFXTPCM9XzT
2198,16,James Taylor,You've Got A Friend,1971,0vn7UBvSQECKJm2817Yf1P
2199,17,Jean Knight,Mr. Big Stuff,1971,2Tk0pWxTuQgnE5nsUexrLr
2200,18,Rolling Stones,Brown Sugar,1971,22bE4uQ6baNwSHPVcDxLCe
2201,19,Lee Michaels,Do You Know What I Mean,1971,6f07NU6NNMLQYXIABUv7z3
2202,20,Joan Baez,The Night They Drove Old Dixie Down,1971,1EevBGfUh3RSQSGpluxgBm
2203,21,Marvin Gaye,What's Going On,1971,3koiLjNrgRTNbOwViDipeA
2204,22,Paul and Linda McCartney,Uncle Albert-Admiral Halsey,1971,1vyrmNFW1oFN60a56XHRUP
2205,23,Bill Withers,Ain't No Sunshine,1971,1ThoqLcyIYvZn7iWbj8fsj
2206,24,Five Man Electrical Band,Signs,1971,1GjVNyMzPjdBuip6Xanllu
2207,25,Tom Jones,She's A Lady,1971,1T0wRBO0CK0vK8ouUMqEl5
2208,26,Murray Head and The Trinidad Singers,Superstar,1971,479Yp6DvyXoIaCssAxB4QR
2209,27,Free Movement,I Found Someone Of My Own,1971,3ADYbl3ulmXbgqLBSGGF7P
2210,28,Jerry Reed,Amos Moses,1971,3kvy8do7n0qVqvlNFS4yOF
2211,29,Grass Roots,Temptation Eyes,1971,2IU5UBup85LmAXh5U36DeC
2212,30,Carpenters,Superstar,1971,1eEfMU2AhEo7XnKgL7c304
2213,31,George Harrison,My Sweet Lord / Isn't It A Pity,1971,7FIoB5PHdrMZVC3q2HE5MS
2214,32,Donny Osmond,Sweet And Innocent,1971,5ZEAzHE2TzAwUcOj6jMIgf
2215,33,Ocean,Put Your Hand In The Hand,1971,2h93pZq0e7k5yf4dywlkpM
2216,34,Daddy Dewdrop,Chick-a-boom,1971,5rFi4jPBgt63Z1JXcLE9QX
2217,35,Carpenters,For All We Know,1971,1eEfMU2AhEo7XnKgL7c304
2218,36,Sammi Smith,Help Me Make It Through The Night,1971,5kZDCAD5zLelf8NYHoRSHS
2219,37,Carpenters,Rainy Days And Mondays,1971,1eEfMU2AhEo7XnKgL7c304
2220,38,Gordon Lightfoot,If You Could Read My Mind,1971,23rleGXVOVVgTk3xgtmfE4
2221,39,Cher,"Gypsy, Tramps And Thieves",1971,72OaDtakiy6yFqkt4TsiFt
2222,40,Jackson 5,Never Can Say Goodbye,1971,2iE18Oxc8YSumAU232n4rW
2223,41,Lynn Anderson,Rose Garden,1971,502FY8XQYRxClWgolQ3Hf2
2224,42,"Hamilton, Joe Frank and Reynolds",Don't Pull Your Love,1971,7vpRSadEAzLs0ikY7gAESe
2225,43,Ringo Starr,It Don't Come Easy,1971,6DbJi8AcN5ANdtvJcwBSw8
2226,44,Nitty Gritty Dirt Band,Mr. Bojangles,1971,7y70dch6JuuuNnwlsOQvwW
2227,45,Fuzz,I Love You Foe All Seasons,1971,1X88xrhEvsoUjJ6EUHwiWF
2228,46,Dramatics,Whatcha See Is Whatcha Get,1971,2W8UTum7bU7ue6m0r14H97
2229,47,Carly Simon,That's The Way I've Always Heard It Should Be,1971,4FtSnMlCVxCswABUmdhwpm
2230,48,Stevie Wonder,If You Really Love Me,1971,7guDJrEfX3qb6FEbdPA5qi
2231,49,Aretha Franklin,Spanish Harlem,1971,7nwUJBm0HE4ZxD3f5cy5ok
2232,50,Helen Reddy,I Don't Know How To Love Him,1971,0Sq7oGrYEe0BDmb13wgjOO
2233,51,Osmonds,Yo-yo,1971,5fU6lODhpw3GEGGJuaDprR
2234,52,Aretha Franklin,Bridge Over Troubled Water,1971,7nwUJBm0HE4ZxD3f5cy5ok
2235,53,Partridge Family,Doesn't Somebody Want To Be Wanted,1971,7u1mqP3ykglpCB2c1p1p5I
2236,54,Tommy James,Draggin' The Line,1971,01hRNr3yF5bYnPq4wZ88iI
2237,55,Ike and Tina Turner,Proud Mary,1971,1ZikppG9dPedbIgMfnfx8k
2238,56,Chicago,Beginnings / Color My World,1971,3iDD7bnsjL9J4fO298r0L0
2239,57,Bells,Stay Awhile,1971,6dgwEwnK0YtDfS9XhRwBTG
2240,58,Stampeders,Sweet City Woman,1971,39uv7qSNwIoaAtWNioWnxp
2241,59,Lobo,Me And You And A Dog Named Boo,1971,1sldhz8tzC100cRAdfnMht
2242,60,Paul McCartney,"Another Day / Oh Woman, Oh Why",1971,4STHEaNw4mPZ2tzheohgXB
2243,61,Bread,If,1971,70ZTdbPEcEugBNay4MvxfL
2244,62,Marvin Gaye,Mercy Mercy Me (The Ecology),1971,3koiLjNrgRTNbOwViDipeA
2245,63,Brewer and Shipley,One Toke Over The Line,1971,4bx9rfUR9C0H26TEiVCwdi
2246,64,8th Day,She's Not Just Another Woman,1971,15i1niWKFEj0zqnhtYAv7D
2247,65,Freda Payne,Bring The Boys Home,1971,0701Axu6yvUIoctaKMbDIZ
2248,66,Rare Earth,I Just Want To Celebrate,1971,6eEsIl4wosvhuWI0mfXxAF
2249,67,Delaney and Bonnie and Friends,Never Ending Song Of Love,1971,3fuxStOqQv8TiytHeuGiE8
2250,68,Freddie Hart,Easy Loving,1971,2cyENLzpUJ2GfZJwmWxlI4
2251,69,Three Dog Night,Liar,1971,4FAEZeJcsYYBkNq2D3KGTV
2252,70,Honey Cone,Stick-up,1971,0CXNdUUhv5Cw42dr0wWrjd
2253,71,Mac and Katie Kissoon,Chirpy Chirpy Cheep Cheep,1971,2bOxMrYSU3bFJJHAUNWAJZ
2254,72,Andy Williams,Love Story (Where Do I Begin),1971,4sj6D0zlMOl25nprDJBiU9
2255,73,Cat Stevens,Wild World,1971,08F3Y3SctIlsOEmKd6dnH8
2256,74,Jerry Reed,"When You're Hot, You're Hot",1971,3kvy8do7n0qVqvlNFS4yOF
2257,75,Beginning Of The End,Funky Nassau,1971,5dS6VBacLLPyLDAfK3B0OR
2258,76,Olivia Newton-John,If Not For You,1971,4BoRxUdrcgbbq1rxJvvhg9
2259,77,King Floyd,Groove Me,1971,03PCdNvkF81s7xHmtkNcoz
2260,78,Bobby Goldsboro,Watching Scotty Grow,1971,5gPEo032lzARtzuVqJIm9o
2261,79,Matthews' Southern Comfort,Woodstock,1971,7aLNBjOlzOCyuFmytbbeYM
2262,80,Judy Collins,Amazing Grace,1971,5yzE49FicYiSxN61oaxkNn
2263,81,Dave Edmunds,I Hear You Knocking,1971,65Gh3BfK84aTIugiRCgLBA
2264,82,Bee Gees,Lonely Days,1971,1LZEQNv7sE11VDY3SdxQeN
2265,83,Fortunes,Here Comes That Rainy Day Feeling Again,1971,4GpIeE34rBNFppvYsWle9c
2266,84,Who,Won't Get Fooled Again,1971,67ea9eGLXYMsO2eYQRui3w
2267,85,Denise Lasalle,Trapped By A Thing Called Love,1971,0GVO1kqJHVxOarPgex9K15
2268,86,Jackson 5,Mama's Pearl,1971,2iE18Oxc8YSumAU232n4rW
2269,87,Buoys,Timothy,1971,0EpHh7UzaxKzcYps38j92E
2270,88,Partridge Family,I Woke Up In Love This Morning,1971,7u1mqP3ykglpCB2c1p1p5I
2271,89,Isaac Hayes,"Theme From ""Shaft""",1971,3IKV7o6WPphDB7cCWXaG3E
2272,90,Gladys Knight and The Pips,If I Were Your Woman,1971,0TF2NxkJZPQoX1H53rEFM1
2273,91,Neil Diamond,I Am..I Said,1971,7mEIug7XUlQHikrFxjTWes
2274,92,Paul Stookey,Wedding Song (There Is Love),1971,0jOImUkQkjgfBfDeCNQWyh
2275,93,Wilson Pickett,"Don't Knock My Love, Pt. 1",1971,0N5PyKJzS3M1XNlaCL7bbE
2276,94,Doors,Love Her Madly,1971,22WZ7M8sxp5THdruNY3gXt
2277,95,Richie Havens,Here Comes The Sun,1971,4Qk0lWGeXydDvfrDufDQ9p
2278,96,Wadsworth Mansion,Sweet Mary,1971,7Ms7NbAd3ltqXbU11HiRMH
2279,97,Brenda and The Tabulations,Right On The Tip Of My Tongue,1971,7knQlwjtPZ9VP98f5XXhhn
2280,98,Fifth Dimension,One Less Bell To Answer,1971,1UUYAQ9LiRsZF0ZukQNWXM
2281,99,Doors,Riders On The Storm,1971,22WZ7M8sxp5THdruNY3gXt
2282,100,Perry Como,It's Impossible,1971,5v8jlSmAQfrkTjAlpUfWtu
2283,1,Roberta Flack,The First Time Ever I Saw Your Face,1972,0W498bDDNlJIrYMKXdpLHA
2284,2,Gilbert O'Sullivan,Alone Again (Naturally),1972,4HVmeVTQBgvTuvjB1JYwaf
2285,3,Don McLean,American Pie,1972,1gRNBaI4yn6wCCTvRhGWh8
2286,4,Nilsson,Without You,1972,3RTzAwFprBqiskp550eSJX
2287,5,Sammy Davis Jr.,Candy Man,1972,1NAWG3AngjBXyKbmPaz92D
2288,6,Joe Tex,I Gotcha,1972,5xmR290ICxOdWvyGENs2Aq
2289,7,Bill Withers,Lean On Me,1972,1ThoqLcyIYvZn7iWbj8fsj
2290,8,Mac Davis,Baby Don't Get Hooked On Me,1972,6HX8AbXUFaYRtlqKb4CCo0
2291,9,Melanie,Brand New Key,1972,63yrD80RY3RNEM2YDpUpO8
2292,10,Wayne Newton,Daddy Dont You Walk So Fast,1972,5NX29TmuYrENlpvz6IgYMJ
2293,11,Al Green,Let's Stay Together,1972,3dkbV4qihUeMsqN4vBGg93
2294,12,Looking Glass,Brandy (You're A Fine Girl),1972,5jJN1nmKXzRjodMl1THQeI
2295,13,Chi-Lites,Oh Girl,1972,7BFr36uI1dzJyo6tpa5Ued
2296,14,Gallery,Nice To Be With You,1972,3dplAkEBq2ujPOBDQFpvEp
2297,15,Chuck Berry,My Ding-A-Ling,1972,293zczrfYafIItmnmM3coR
2298,16,Luther Ingram,If Loving You Is Wrong I Don't Want To Be Right,1972,5Pek6HAr0BoHD9P1RuA7d5
2299,17,Neil Young,Heart Of Gold,1972,6v8FB84lnmJs434UJf2Mrm
2300,18,Stylistics,"Betcha By Golly, Wow",1972,2O0Hw1WSMbskB5tD9aWah3
2301,19,Staple Singers,I'll Take You There,1972,7xGGqA85UIWX1GoTVM4itC
2302,20,Michael Jackson,Ben,1972,3fMbdgg4jU18AjLCKBhRSm
2303,21,Robert John,The Lion Sleeps Tonight,1972,3pbKylceBTiUa0fZk4J4sJ
2304,22,Billy Preston,Outa-space,1972,0IecGJbdBeYSOVtSPRehh5
2305,23,War,Slippin' Into Darkness,1972,6VDdCwrBM4qQaGxoAyxyJC
2306,24,Hollies,Long Cool Woman (In A Black Dress),1972,6waa8mKu91GjzD4NlONlNJ
2307,25,Mouth and MacNeal,How Do You Do,1972,51RYnAHfrE4xnMomva5kFq
2308,26,Neil Diamond,Song Sung Blue,1972,7mEIug7XUlQHikrFxjTWes
2309,27,America,A Horse With No Name,1972,35U9lQaRWSQISxQAB94Meo
2310,28,Hot Butter,Popcorn,1972,2vaRrv3i7PDOXPEue24qe5
2311,29,Main Ingredient,Everybody Plays The Fool,1972,6vuD08WKtmp1yc7kQx1rBm
2312,30,Climax,Precious And Few,1972,4eeRviM714mXXeILmKHxh2
2313,31,5th Dimension,Last Night I Didn't Get To Sleep At All,1972,1UUYAQ9LiRsZF0ZukQNWXM
2314,32,Moody Blues,Nights In White Satin,1972,5BcZ22XONcRoLhTbZRuME1
2315,33,Raspberries,Go All The Way,1972,7Kkx4dACo6kFSeT9wjfVA5
2316,34,Cornelius Brothers and Sister Rose,Too Late To Turn Back Now,1972,2GFB1Lc67mbqFXTPCM9XzT
2317,35,O'Jays,Back Stabbers,1972,38h03gA85YYPeDPd9ER9rT
2318,36,Osmonds,Down By The Lazy River,1972,5fU6lODhpw3GEGGJuaDprR
2319,37,Jonathan Edwards,Sunshine,1972,7gyVuJLsatWofXCAw1SGxM
2320,38,Mel and Tim,Starting All Over Again,1972,2ubLClBEuddw29m7QRx4IL
2321,39,Badfinger,Day Atter Day,1972,4pJCawaKSZ40EnxN0YEYw3
2322,40,Elton John,Rocket Man,1972,3PhoLpVuITZKcymswpck5b
2323,41,Michael Jackson,Rockin' Robin,1972,3fMbdgg4jU18AjLCKBhRSm
2324,42,Daniel Boone,Beautiful Sunday,1972,3M5aUsJmembbwKbUx434lS
2325,43,Dennis Coffey and The Detroit Guitar Band,Scorpio,1972,2moiE5ZUDX3Cni022mK9Rb
2326,44,Cat Stevens,Morning Has Broken,1972,08F3Y3SctIlsOEmKd6dnH8
2327,45,Arlo Guthrie,The City Of New Orleans,1972,0B6QEFtRnneEzb4iqjI0Nw
2328,46,Rick Nelson,Garden Party,1972,3PM5EQ1NOCRtuhb6CS8qsY
2329,47,Johnny Nash,I Can See Clearly Now,1972,0nAVvgfE9yI4DwvMiYwk8a
2330,48,Elvis Presley,Burning Love,1972,43ZHCT0cAZBISjO8DG9PnE
2331,49,Betty Wright,Clean Up Woman,1972,0PDqlUGugF5Jt6DZyATvfz
2332,50,Argent,Hold Your Head Up,1972,46VosWAvtZsBl7rvxufsWG
2333,51,Chakachas,Jungle Fever,1972,0dEvx7Y18jVslvbP4IksQl
2334,52,Bread,Everything I Own,1972,70ZTdbPEcEugBNay4MvxfL
2335,53,Dramatics,In The Rain,1972,2W8UTum7bU7ue6m0r14H97
2336,54,Al Green,Look What You Done For Me,1972,3dkbV4qihUeMsqN4vBGg93
2337,55,Donna Fargo,The Happiest Girl In The Whole U.S.A.,1972,4tIQ6BeFRvYApoAyJmaeVC
2338,56,T. Rex,Bang A Gong (Get It On),1972,3dBVyJ7JuOMt4GE9607Qin
2339,57,Paul Simon,Mother And Child Reunion,1972,2CvCyf1gEVhI0mX6aFXmVI
2340,58,Roberta Flack and Donny Hathaway,Where Is The Love,1972,4SMAMPGnHmiXnIjEtwb2Qt
2341,59,Al Green,I'm Still In Love With You,1972,3dkbV4qihUeMsqN4vBGg93
2342,60,Derek and The Dominos,Layla,1972,2rc78XDH9zuJP6bm78lU8Z
2343,61,Aretha Franklin,Day Dreaming,1972,7nwUJBm0HE4ZxD3f5cy5ok
2344,62,Cher,The Way Of Love,1972,72OaDtakiy6yFqkt4TsiFt
2345,63,Three Dog Night,Black And White,1972,4FAEZeJcsYYBkNq2D3KGTV
2346,64,Dr. Hook and The Medicine Show,Sylvia's Mother,1972,2Mhi3jfuRSdbVZPdjqsnnN
2347,65,Carpenters,Hurting Each Other,1972,1eEfMU2AhEo7XnKgL7c304
2348,66,Nilsson,Coconut,1972,3RTzAwFprBqiskp550eSJX
2349,67,Donny Osmond,Puppy Love,1972,5ZEAzHE2TzAwUcOj6jMIgf
2350,68,Jim Croce,You Don't Mess Around With Jim,1972,1R6Hx1tJ2VOUyodEpC12xM
2351,69,Commander Cody and His Lost Planet Airmen,Hot Rod Lincoln,1972,4KtaHyqLFlKKb7aghnWBfE
2352,70,Sonny and Cher,A Cowboy's Work Is Never Done,1972,71lGEtP9qYXDsSXjfexTqO
2353,71,Apollo 100,Joy,1972,6v0kvTi9pOI2ZFrWGQhdsc
2354,72,Carly Simon,Anticipation,1972,4FtSnMlCVxCswABUmdhwpm
2355,73,Three Dog Night,Never Been To Spain,1972,4FAEZeJcsYYBkNq2D3KGTV
2356,74,Charlie Pride,Kiss An Angel Good Morning,1972,69Fk1s1lzINOKqoSWjjEiE
2357,75,Alice Cooper,School's Out,1972,3EhbVgyfGd7HkpsagwL9GS
2358,76,Chicago,Saturday In The Park,1972,3iDD7bnsjL9J4fO298r0L0
2359,77,Joe Simon,Drowning In The Sea Of Love,1972,5HRSYURV6LFFRCjAtiK0py
2360,78,Bill Withers,Use Me,1972,1ThoqLcyIYvZn7iWbj8fsj
2361,79,Sly and The Family Stone,Family Affair,1972,5m8H6zSadhu1j9Yi04VLqD
2362,80,Jimmy Castor Bunch,Troglodyte,1972,7E5taE9LniGvMzEHpiOupV
2363,81,Redbone,The Witch Queen Of New Orleans,1972,0w7HLMvZOHatWVbAKee1zF
2364,82,Curtis Mayfield,Freddie's Dead,1972,2AV6XDIs32ofIJhkkDevjm
2365,83,Joe Simon,Power Of Love,1972,5HRSYURV6LFFRCjAtiK0py
2366,84,Jerry Butler and Brenda Lee Eager,Ain't Understanding Mellow,1972,0U2mUJuJkthantMGmsJygP
2367,85,Harry Chapin,Taxi,1972,42q4Ivs7tAiCZ5C7eG5q4c
2368,86,Beverly Bremers,Don't Say You Don't Rememeer,1972,3vEVgsh6o19GprjHAZMgFo
2369,87,Bobby Vinton,Sealed With A Kiss,1972,6bOYtKnpLPQSfMpS2ilotK
2370,88,Todd Rundgren,I Saw The Light,1972,0Lpr5wXzWLtDWm1SjNbpPb
2371,89,Sailcat,Motorcycle Mama,1972,5fgVxnlwlHFhYE2QxuHcWe
2372,90,Godspell,Day By Day,1972,1IzpocA7UesMxUudiO8F7a
2373,91,Yes,Roundabout,1972,7AC976RDJzL2asmZuz7qil
2374,92,Jackson Browne,Doctor My Eyes,1972,5lkiCO9UQ8B23dZ1o0UV4m
2375,93,New Seekers,I'd Like To Teach The World To Sing,1972,4jrTNltJtTMUfXybDdsHDn
2376,94,Don Mclean,Vincent / Castles In The Air,1972,1gRNBaI4yn6wCCTvRhGWh8
2377,95,Detroit Emeralds,Baby Let Me Take You (In My Arms),1972,51hRQLOySCpDBsBL6C03IZ
2378,96,Rick Springfield,Speak To The Sky,1972,6IFXsrXBpwbIqtOUOiAa3p
2380,98,Love Unlimited,Walking In The Rain With The One I Love,1972,457yGSZecENoIuNWelRHhH
2381,99,James Brown,"Good Foot, Pt. 1",1972,7GaxyUddsPok8BuhxN6OUW
2382,100,The Isley Brothers.,Pop That Thang,1972,53QzNeFpzAaXYnrDBbDrIp
2383,1,Tony Orlando and Dawn,Tie A Yellow Ribbon 'Round The Ole Oak Tree,1973,72NXpYBIaTfEeAAsxXLs0P
2384,2,Jim Croce,Bad Bad Leroy Brown,1973,1R6Hx1tJ2VOUyodEpC12xM
2385,3,Roberta Flack,Killing Me Softly With His Song,1973,0W498bDDNlJIrYMKXdpLHA
2386,4,Marvin Gaye,Let's Get It On,1973,3koiLjNrgRTNbOwViDipeA
2387,5,Paul McCartney and Wings,My Love,1973,4STHEaNw4mPZ2tzheohgXB
2388,6,Kris Kristofferson,Why Me,1973,0vYQRW5LIDeYQOccTviQNX
2389,7,Elton John,Crocodile Rock,1973,3PhoLpVuITZKcymswpck5b
2390,8,Billy Preston,Will It Go Round In Circles,1973,0IecGJbdBeYSOVtSPRehh5
2391,9,Carly Simon,You're So Vain,1973,4FtSnMlCVxCswABUmdhwpm
2392,10,Diana Ross,Touch Me In The Morning,1973,3MdG05syQeRYPPcClLaUGl
2393,11,Vicki Lawrence,The Night The Lights Went Out In Georgia,1973,3PNGsgUFOuNvwagyBCo2Rg
2394,12,Clint Holmes,Playground In My Mind,1973,5gwLOQFOJ2lFtDKuxho9U1
2395,13,Stories,Brother Louie,1973,4a7CDXcRCXi4kp5z7SEXtg
2396,14,Helen Reddy,Delta Dawn,1973,0Sq7oGrYEe0BDmb13wgjOO
2397,15,Billy Paul,Me And Mrs. Jones,1973,187xgSpsFH8mMbAcoCW0zE
2398,16,Edgar Winter Group,Frankenstein,1973,7j9PMegEgVN1fNp8NZXNCI
2399,17,Dobie Gray,Drift Away,1973,3mC1KCuZZSOlN8Z0M56VsV
2400,18,Sweet,Little Willy,1973,3JaAGmSTpJK35DqWrDUzBz
2401,19,Stevie Wonder,You Are The Sunshine Of My Life,1973,7guDJrEfX3qb6FEbdPA5qi
2402,20,Cher,Half Breed,1973,72OaDtakiy6yFqkt4TsiFt
2403,21,The Isley Brothers.,That Lady,1973,53QzNeFpzAaXYnrDBbDrIp
2404,22,Sylvia,Pillow Talk,1973,4Ej7Oks6loB2oJQ3O7Rujs
2405,23,Grand Funk Railroad,We're An American Band,1973,0qEcf3SFlpRcb3lK3f2GZI
2406,24,Dr. John,"Right Place, Wrong Time",1973,320TrJub4arztwXRm7kqVO
2407,25,Skylark,Wildflower,1973,3j9kYXgECWgIelCSWRVulK
2408,26,Stevie Wonder,Superstition,1973,7guDJrEfX3qb6FEbdPA5qi
2409,27,Paul Simon,Loves Me Like A Rock,1973,2CvCyf1gEVhI0mX6aFXmVI
2410,28,Maureen McGovern,The Morning After,1973,3bnf5pPVQFWv762IiavilV
2411,29,John Denver,Rocky Mountain High,1973,7EK1bQADBoqbYXnT4Cqv9w
2412,30,Stealers Wheel,Stuck In The Middle With You,1973,7bPU7cvfoD20ixGD9Qnqki
2413,31,Three Dog Night,Shambala,1973,4FAEZeJcsYYBkNq2D3KGTV
2414,32,O'Jays,Love Train,1973,38h03gA85YYPeDPd9ER9rT
2415,33,Barry White,I'm Gonna Love You Just A Little More,1973,3rfgbfpPSfXY40lzRK7Syt
2416,34,Tony Orlando and Dawn,"Say, Has Anybody Seen My Sweet Gypsy Rose",1973,72NXpYBIaTfEeAAsxXLs0P
2417,35,Eddie Kendricks,Keep On Truckin' (Pt. 1),1973,2Uuon75BhnuuxdKLYn4wHn
2418,36,King Harvest,Dancing In The Moonlight,1973,5FHwr1FymaS5kutIEK6e2y
2419,37,Anne Murray,Danny's Song,1973,7d7q5Y1p2QWS4QRAhTQR5E
2420,38,"Bobby ""Boris"" Pickett and The Crypt Kickers",Monster Mash,1973,1QM4zJDvUZPB1oX0pGLkjg
2421,39,Bloodstone,Natural High,1973,7z1zaOeWiHpl4SD2N9ZBgk
2422,40,Seals and Crofts,Diamond Girl,1973,6jdObwsrIjSRnBbMw6lPBj
2423,41,Doobie Brothers,Long Train Running,1973,39T6qqI0jDtSWWioX8eGJz
2424,42,George Harrison,Give Me Love (Give Me Peace On Earth),1973,7FIoB5PHdrMZVC3q2HE5MS
2425,43,Sly and The Family Stone,If You Want Me To Stay,1973,5m8H6zSadhu1j9Yi04VLqD
2426,44,Jermaine Jackson,Daddy's Home,1973,1VDurPMbOKrNU8mcMP4X1P
2427,45,Gladys Knight and The Pips,Neither One Of Us (Wants To Be The First To Say Goodbye),1973,0TF2NxkJZPQoX1H53rEFM1
2428,46,New York City,I'm Doing Fine Now,1973,1L9dHbVoLLQZMQ4fFwutjo
2429,47,Spinners,Could It Be I'm Falling In Love,1973,5fbhwqYYh4YwUoEs582mq5
2430,48,Elton John,Daniel,1973,3PhoLpVuITZKcymswpck5b
2431,49,Gladys Knight and The Pips,Midnight Train To Georgia,1973,0TF2NxkJZPQoX1H53rEFM1
2432,50,Deep Purple,Smoke On The Water,1973,568ZhdwyaiCyOGJRtNYhWf
2433,51,Dr. Hook and The Medicine Show,The Cover Of Rolling Stone,1973,2Mhi3jfuRSdbVZPdjqsnnN
2434,52,Charlie Rich,Behind Closed Doors,1973,218kRJZ7FJs0hWIk8Ynzhz
2435,53,Loggins and Messina,Your Mama Don't Dance,1973,7emRV8AluG3d4e5T0DZiK9
2436,54,Chicago,Feelin' Stronger Every Day,1973,3iDD7bnsjL9J4fO298r0L0
2437,55,War,The Cisco Kid,1973,6VDdCwrBM4qQaGxoAyxyJC
2438,56,Wings,Live And Let Die,1973,3sFhA6G1N0gG1pszb6kk1m
2439,57,Hurricane Smith,"Oh, Babe, What Would You Say?",1973,2RJ0iPw6LNjlxmbUiB3cfc
2440,58,Johnnie Taylor,I Believe In You,1973,4OGuNAnRFWZOgOA2d51taz
2441,59,Carpenters,Sing,1973,1eEfMU2AhEo7XnKgL7c304
2442,60,Four Tops,Ain't No Woman (Like The One I Got),1973,7fIvjotigTGWqjIz6EP1i4
2443,61,Eric Weissberg and Steve Mandel,Dueling Banjos,1973,2dIzGSHkciATTqFH3Xox5g
2444,62,Stevie Wonder,Higher Ground,1973,7guDJrEfX3qb6FEbdPA5qi
2445,63,Al Green,Here I Am (Come And Take Me),1973,3dkbV4qihUeMsqN4vBGg93
